threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
0.7699999999999999,0.6812944349105173,0.7801724137931034,0.0663003663003663,0.12221471978392978,0.806040446902643,0.640498971308562
0.7749999999999999,0.6795783280215739,0.7735849056603774,0.060073260073260075,0.1114887831407206,0.806040446902643,0.640498971308562
0.7799999999999999,0.6777396420691346,0.7671957671957672,0.05311355311355311,0.09934909215484755,0.806040446902643,0.640498971308562
0.7849999999999999,0.6756557979897033,0.7658227848101266,0.044322344322344324,0.08379501385041552,0.806040446902643,0.640498971308562
0.7899999999999999,0.6743074282912479,0.7588652482269503,0.039194139194139194,0.07453848833159178,0.806040446902643,0.640498971308562
0.7949999999999999,0.6732042167197843,0.7580645161290323,0.034432234432234435,0.06587245970567625,0.806040446902643,0.640498971308562
0.7999999999999999,0.6718558470213287,0.7523809523809524,0.02893772893772894,0.05573192239858907,0.806040446902643,0.640498971308562
0.8049999999999999,0.6707526354498652,0.7558139534883721,0.023809523809523808,0.04616477272727273,0.806040446902643,0.640498971308562
0.8099999999999999,0.6696494238784015,0.7692307692307693,0.018315018315018316,0.03577817531305903,0.806040446902643,0.640498971308562
0.815,0.6680558960529541,0.7291666666666666,0.01282051282051282,0.0251979841612671,0.806040446902643,0.640498971308562
0.82,0.6669526844814906,0.6756756756756757,0.009157509157509158,0.018070112034694615,0.806040446902643,0.640498971308562
0.825,0.6662172101005148,0.6296296296296297,0.0062271062271062275,0.012332245194051506,0.806040446902643,0.640498971308562
0.83,0.6659720519735229,0.6190476190476191,0.004761904761904762,0.009451108687749909,0.806040446902643,0.640498971308562
0.835,0.6656043147830351,0.5625,0.0032967032967032967,0.0065549890750182084,0.806040446902643,0.640498971308562
0.84,0.6656043147830351,0.5714285714285714,0.0029304029304029304,0.0058309037900874635,0.806040446902643,0.640498971308562
0.845,0.6654817357195391,0.5454545454545454,0.002197802197802198,0.004377964246625319,0.806040446902643,0.640498971308562
0.8499999999999999,0.6654817357195391,0.5714285714285714,0.0014652014652014652,0.0029229082937522835,0.806040446902643,0.640498971308562
0.8549999999999999,0.6654817357195391,0.6,0.001098901098901099,0.0021937842778793418,0.806040446902643,0.640498971308562
0.8599999999999999,0.6654817357195391,0.6,0.001098901098901099,0.0021937842778793418,0.806040446902643,0.640498971308562
0.8649999999999999,0.6654817357195391,0.6,0.001098901098901099,0.0021937842778793418,0.806040446902643,0.640498971308562
0.8699999999999999,0.6654817357195391,0.6,0.001098901098901099,0.0021937842778793418,0.806040446902643,0.640498971308562
0.8749999999999999,0.6653591566560432,0.5,0.0007326007326007326,0.001463057790782736,0.806040446902643,0.640498971308562
0.8799999999999999,0.6652365775925472,0.3333333333333333,0.0003663003663003663,0.0007317965605561653,0.806040446902643,0.640498971308562
