model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,split3_test_pr_auc,split4_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,param_model__l2_regularization,param_model__learning_rate,param_model__max_iter,param_model__max_leaf_nodes,param_model__colsample_bytree,param_model__min_child_weight,param_model__reg_alpha,param_model__reg_lambda,param_model__scale_pos_weight,param_model__subsample
random_forest,24.126840782165527,1.990117914254101,0.610239839553833,0.23176050468934473,,,"{'model__class_weight': None, 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 770}",0.8015535722718043,0.8037442913133521,0.8009666821821517,0.818100639759626,0.8090224675478133,0.8066775306149495,0.006379009068427656,1,0.623091901254537,0.6421084718565384,0.6470428473556074,0.6471821864910616,0.6580129259133888,0.6434876665742266,0.01144693293174431,1,0.6023391812865497,0.6074950690335306,0.6325581395348837,0.6041055718475073,0.6121673003802282,0.6117330524165399,0.010938524604105179,11,8.0,sqrt,4.0,770.0,,,,,,,,,,
hist_gradient_boosting,49.101865673065184,1.4493576261853252,2.071588897705078,0.09983304004526666,,balanced,"{'model__class_weight': 'balanced', 'model__l2_regularization': np.float64(14.171081620866158), 'model__learning_rate': np.float64(0.18265106950666518), 'model__max_iter': 546, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 39}",0.7643197808943666,0.7642708733868955,0.7684263250561594,0.7830016373795176,0.7744433753650345,0.7708923984163947,0.007104484755152929,15,0.5745759535970069,0.5886183196637853,0.6054938227881459,0.6176766137722868,0.5934103073796524,0.5959550034401755,0.014698187704919105,15,0.5762081784386617,0.5874769797421732,0.5989010989010989,0.5910780669144982,0.5863970588235294,0.5880122765639922,0.007351159445302701,9,,,39.0,,14.171081620866158,0.18265106950666518,546.0,63.0,,,,,,
hist_gradient_boosting,25.488859605789184,1.5125260591315846,2.1590548515319825,0.34835720077642024,,,"{'model__class_weight': None, 'model__l2_regularization': np.float64(2.685984398346464), 'model__learning_rate': np.float64(0.02334795559511837), 'model__max_iter': 385, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 29}",0.78906192027739,0.782349786493433,0.7840801003784429,0.8026434395097991,0.7953073040630645,0.7906885101444259,0.007484714820916389,5,0.5974803114210687,0.6094062549570943,0.619007012357792,0.6361332756068782,0.6289781408404872,0.6182009990366641,0.013748144635640187,5,0.5853658536585366,0.5669291338582677,0.5977011494252874,0.5980392156862745,0.5888030888030888,0.587367688286291,0.01135309772518072,11,,,29.0,,2.685984398346464,0.02334795559511837,385.0,63.0,,,,,,
hist_gradient_boosting,29.406377267837524,1.4230779486600402,1.6432272911071777,0.378571446920517,,balanced,"{'model__class_weight': 'balanced', 'model__l2_regularization': np.float64(0.03533925440695197), 'model__learning_rate': np.float64(0.08809395925511972), 'model__max_iter': 506, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 41}",0.7753593858566232,0.7754386497480421,0.7784742881427964,0.7956972367110615,0.7789267568069412,0.7807792634530929,0.007605101525790034,11,0.5867396784030794,0.6005786985233095,0.6118957361918227,0.6294799711818337,0.6061802922976667,0.6069748753195424,0.014012136493273378,11,0.5962059620596206,0.5889908256880734,0.6100178890876565,0.6155251141552511,0.6023029229406555,0.6026085427862513,0.009468525660963968,5,,,41.0,,0.03533925440695197,0.08809395925511972,506.0,31.0,,,,,,
hist_gradient_boosting,16.76446490287781,1.7938568216519675,0.9564445495605469,0.09134799601002826,,,"{'model__class_weight': None, 'model__l2_regularization': np.float64(0.0027616824992087877), 'model__learning_rate': np.float64(0.02977108080173651), 'model__max_iter': 263, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 13}",0.787921869413582,0.7898309486707277,0.7878459784537133,0.8063840920983778,0.7987795614523725,0.7941524900177546,0.0073251664875872,3,0.6056902046788412,0.624506254988917,0.627972381463999,0.649128423946283,0.6511682053332888,0.6316930940822658,0.01688144129850862,2,0.5859375,0.5782178217821782,0.574468085106383,0.6007751937984496,0.6107899807321773,0.5900377162838376,0.013746890540898268,8,,,13.0,,0.0027616824992087877,0.02977108080173651,263.0,63.0,,,,,,
hist_gradient_boosting,29.516723442077637,1.2946938023117323,1.9425129890441895,0.4161711394349296,,balanced,"{'model__class_weight': 'balanced', 'model__l2_regularization': np.float64(0.0016355894763397801), 'model__learning_rate': np.float64(0.09030197333094739), 'model__max_iter': 461, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 41}",0.7759091736992288,0.7743913545018517,0.7721196851031105,0.7883256528417819,0.7803497577691126,0.7782191247830171,0.005724899476282984,13,0.5887843699196282,0.6005058571208324,0.6081454423120524,0.6307834266771096,0.6141491304978877,0.6084736453055021,0.014008557441787958,8,0.5778611632270169,0.578544061302682,0.587360594795539,0.6059479553903345,0.5885608856088561,0.5876549320648856,0.010143647891489166,10,,,41.0,,0.0016355894763397801,0.09030197333094739,461.0,63.0,,,,,,
hist_gradient_boosting,18.688152456283568,1.482416833086037,0.5935901641845703,0.12836889827729678,,balanced,"{'model__class_weight': 'balanced', 'model__l2_regularization': np.float64(0.013858176306932781), 'model__learning_rate': np.float64(0.12156948006610427), 'model__max_iter': 388, 'model__max_leaf_nodes': 15, 'model__min_samples_leaf': 43}",0.7755786264073556,0.7780695363568291,0.7816026821551684,0.7983626204824362,0.7811397511858342,0.7829506433175247,0.008009958904078893,8,0.5820003833277358,0.6072978416492861,0.6129860339205775,0.6318950013266071,0.6065197682773247,0.6081398057003062,0.01596494957018959,9,0.6169665809768637,0.6015557476231633,0.6323777403035413,0.6275197195442594,0.6227544910179641,0.6202348558931583,0.010643854077089631,3,,,43.0,,0.013858176306932781,0.12156948006610427,388.0,15.0,,,,,,
hist_gradient_boosting,11.665563726425171,0.8341567607103927,0.6899288654327392,0.24515413106761738,,,"{'model__class_weight': None, 'model__l2_regularization': np.float64(0.2828581647004317), 'model__learning_rate': np.float64(0.020505820305736194), 'model__max_iter': 243, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 29}",0.7939914597373161,0.7878527243168126,0.7867716997551252,0.8077564524569133,0.7998970307726067,0.7952538734077548,0.007825488600851242,2,0.6086454861219733,0.6232916573578583,0.6215793456644704,0.644927601063077,0.643012026901679,0.6282912234218117,0.013780210985520172,3,0.5920925747348119,0.5862745098039216,0.5893536121673004,0.6019230769230769,0.5928777670837344,0.592504308142569,0.005248989879762723,7,,,29.0,,0.2828581647004317,0.020505820305736194,243.0,63.0,,,,,,
hist_gradient_boosting,29.813287782669068,1.567602064890633,1.2180172443389892,0.24049685027252513,,balanced,"{'model__class_weight': 'balanced', 'model__l2_regularization': np.float64(3.540300530852017), 'model__learning_rate': np.float64(0.0287692180629938), 'model__max_iter': 317, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 48}",0.7850211482808169,0.7864563306552257,0.7853382038464912,0.8051282051282052,0.7932124710926554,0.7910312718006788,0.007654330193183419,4,0.5963383793046044,0.6195065007738393,0.6249401207677309,0.6468373509857837,0.628336840903634,0.6231918385471185,0.01626854502560724,4,0.6291946308724832,0.6228668941979523,0.6379746835443038,0.6459209419680404,0.6327212020033389,0.6337356705172237,0.007825989494919694,2,,,48.0,,3.540300530852017,0.0287692180629938,317.0,63.0,,,,,,
hist_gradient_boosting,9.612802934646606,0.9816312695553601,0.6840322017669678,0.14536426467997293,,,"{'model__class_weight': None, 'model__l2_regularization': np.float64(0.003554623219982743), 'model__learning_rate': np.float64(0.12988823235865413), 'model__max_iter': 555, 'model__max_leaf_nodes': 15, 'model__min_samples_leaf': 14}",0.779838638954661,0.7731905908701489,0.7737353193154299,0.7929339477726575,0.7835097314359988,0.7806416456697792,0.007255163514011457,12,0.5975163849269648,0.5924261163733799,0.6078155090549192,0.6238760243812324,0.6096095266714789,0.606248712281595,0.010879244054808205,12,0.5799614643545279,0.56318407960199,0.5779036827195467,0.5947521865889213,0.5667627281460135,0.5765128282821999,0.01112853766055607,14,,,14.0,,0.003554623219982743,0.12988823235865413,555.0,15.0,,,,,,
hist_gradient_boosting,23.66848554611206,1.1444120905854298,1.246226930618286,0.15833517609514827,,,"{'model__class_weight': None, 'model__l2_regularization': np.float64(0.07653932871460979), 'model__learning_rate': np.float64(0.037540910048229764), 'model__max_iter': 551, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 27}",0.7827275548270024,0.7798791141332577,0.7854073489432606,0.7966762883813574,0.7826724734558835,0.7854725559481524,0.005868389163025476,6,0.5931844764308599,0.6079975241051242,0.6234737591686289,0.6394244168743937,0.6174008263495785,0.616296200585717,0.015431602371269653,6,0.5778648383937316,0.56312625250501,0.5972495088408645,0.5844660194174758,0.5658914728682171,0.5777196184050598,0.012488578710433308,13,,,27.0,,0.07653932871460979,0.037540910048229764,551.0,63.0,,,,,,
hist_gradient_boosting,8.214156007766723,0.6874361031542875,0.6538516044616699,0.14087276265419105,,,"{'model__class_weight': None, 'model__l2_regularization': np.float64(0.0491819166373426), 'model__learning_rate': np.float64(0.10325119951670289), 'model__max_iter': 244, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 38}",0.7776310552553646,0.775290240759854,0.7792433165361342,0.7983744366232846,0.7846356408568389,0.7830349380062953,0.00826342719498614,7,0.5838547126040806,0.5963476687351004,0.6062469625880578,0.6305646451450108,0.6091968838165998,0.6052421745777699,0.015455824815255714,13,0.5764023210831721,0.5492537313432836,0.5876591576885406,0.6036644165863067,0.5768863419293219,0.578773193726125,0.0177713997039106,12,,,38.0,,0.0491819166373426,0.10325119951670289,244.0,31.0,,,,,,
hist_gradient_boosting,16.546583080291747,1.314466909969334,0.7326435565948486,0.0963347705651393,,balanced,"{'model__class_weight': 'balanced', 'model__l2_regularization': np.float64(0.04030033646265269), 'model__learning_rate': np.float64(0.0879224299099327), 'model__max_iter': 314, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 37}",0.7778705333953952,0.7773376102105384,0.7752076039368857,0.7958795428841512,0.7863776776219171,0.7825345936097776,0.0076851003592924355,9,0.587877328082919,0.6019553881507975,0.6112594473354828,0.6282324242664379,0.6131553727036296,0.6084959921078534,0.013317522840062964,7,0.6106194690265486,0.5881294964028777,0.6153846153846154,0.6134751773049646,0.6241379310344828,0.6103493378306979,0.011992035014490064,4,,,37.0,,0.04030033646265269,0.0879224299099327,314.0,31.0,,,,,,
hist_gradient_boosting,17.35406050682068,0.9057553707674875,0.4411483287811279,0.1491440528119137,,balanced,"{'model__class_weight': 'balanced', 'model__l2_regularization': np.float64(0.008804152366867287), 'model__learning_rate': np.float64(0.10950785921889115), 'model__max_iter': 230, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 26}",0.7748854889738868,0.7776175635291656,0.7756309068463765,0.7923667730119344,0.7864114380243412,0.7813824340771408,0.006861649859025317,10,0.5860095788496577,0.6027367389434092,0.6074549438643058,0.6230805025866257,0.6202126110718519,0.6078988750631701,0.013327384752483195,10,0.5912408759124088,0.5808219178082191,0.6016559337626495,0.603290676416819,0.5996376811594203,0.5953294170119033,0.0083564502863568,6,,,26.0,,0.008804152366867287,0.10950785921889115,230.0,63.0,,,,,,
hist_gradient_boosting,11.252342224121094,0.9289670594697376,1.0608766555786133,0.20883883753332244,,,"{'model__class_weight': None, 'model__l2_regularization': np.float64(1.155376945529338), 'model__learning_rate': np.float64(0.13520675584534458), 'model__max_iter': 597, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 45}",0.7709307267318317,0.767873164282004,0.7750170333043261,0.7937762698131362,0.7779983457402813,0.7771191079743158,0.009015945370904768,14,0.5805136398646129,0.5878134375968527,0.6114553528039826,0.6330266933188438,0.5963707368223751,0.6018359720813333,0.018689760286144726,14,0.5589941972920697,0.54,0.5854126679462572,0.593320235756385,0.5598455598455598,0.5675145321680544,0.019363555073037456,15,,,45.0,,1.155376945529338,0.13520675584534458,597.0,31.0,,,,,,
hist_gradient_boosting,11.692890405654907,2.2234025237214268,0.193878698348999,0.020797264583553177,,balanced,"{'model__class_weight': 'balanced', 'model__l2_regularization': np.float64(0.014333509085102681), 'model__learning_rate': np.float64(0.03922578230025712), 'model__max_iter': 434, 'model__max_leaf_nodes': 15, 'model__min_samples_leaf': 46}",0.7903857959106577,0.7916101700632088,0.793930746969421,0.8114768488040378,0.8027852331999797,0.7980377589894609,0.007998520269659939,1,0.6009791345095701,0.6271212230488179,0.6362446332073012,0.6571414978972877,0.6382824403236886,0.631953785797333,0.01830664778465269,1,0.6445344129554655,0.6420966420966421,0.6441767068273092,0.6606851549755302,0.6452648475120385,0.6473515528733971,0.006749359914663747,1,,,46.0,,0.014333509085102681,0.03922578230025712,434.0,15.0,,,,,,
